"id","url","nama","alamat","daerah","latitude","longitude","jenis","mula","hingga","geocoder_address","geocoder_longitude","geocoder_latitude","geocoder_location_type","last_update"
124,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6Ik1VQlpPWStqR1E0aGFERUFlSmsyVmc9PSIsInZhbHVlIjoidVdFM1JKQmRsbnlkRlI2MXRLS2pQdz09IiwibWFjIjoiNTJmZTI3NmRhZmU3NTUwMzljYmYxNWQ1YTdhZTAzNGMzNzIwZDg5OTgyMzI2YTI3NGNjMTRhOTk4OTIzZTI4YSIsInRhZyI6IiJ9","Park View Restaurant","U0139, Jalan Muhibbah, 87000 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Jalan Muhibbah, Bandar Labuan, 87000 Victoria, Wilayah Persekutuan Labuan, Malaysia",115.2422604,5.2786316,"GEOMETRIC_CENTER","2023-02-18 16:24:46"
125,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6ImV5eWh6d29TYU1EUWVzNEFzdEkvakE9PSIsInZhbHVlIjoidVdvYTV5UW5CY0JzWkkzSkJUZ3QyUT09IiwibWFjIjoiNTg4ZTE2MTdlMWM2MTMzODJiODllY2Q5ZGU2NTBkNTgxMGUzZTM3YjAxODAxYWQyZTBmMjM5ODdlMWEzN2ZmOCIsInRhZyI6IiJ9","Choice Restaurant","U0104, Jalan OKK Awang Besar, 87000 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Jalan Okk Awang Besar, Bandar Labuan, 87000 Victoria, Wilayah Persekutuan Labuan, Malaysia",115.2409643,5.2788985,"GEOMETRIC_CENTER","2023-02-18 16:24:33"
126,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6InNsR0kvRUZVMlp1cWY3dW5kNHRUUlE9PSIsInZhbHVlIjoiRXo1cW9SQ0ljbi81aWZIek4wdGFLUT09IiwibWFjIjoiNDQ5Yjk1OTM5MTUxMDAzYzA3MDNhYWFkOGQ1NmIzODdjZDRlNTVhNTk4MWUyNTk4ODZjMjBlYjY3NDIwYzQwZSIsInRhZyI6IiJ9","Restoran Dinnie (JJ Nazr S/B)","U0133, Jalan Bunga Mawar, 87000 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Jalan Bunga Mawar, Bandar Labuan, 87000 Victoria, Wilayah Persekutuan Labuan, Malaysia",115.2416462,5.2792477,"GEOMETRIC_CENTER","2023-02-18 16:24:45"
127,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6InF0bmd2SW1wTUx6UDdFK3UvTGdZUGc9PSIsInZhbHVlIjoiYlNsaVJad2o3bHFqWmdCNWhBRFhZQT09IiwibWFjIjoiZWQ3ZmI2ZmM5ZTk2MGJlZDRiZDk4MTZhZWQ5YWFjMWRiZWUxMzJhMjIxY2Q1YThkOGMxN2VlZWIxYzhjZDI5ZiIsInRhZyI6IiJ9","Barakath Restoran","U0324, Kampung Parit, 87000 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","87000 Labuan, Labuan Federal Territory, Malaysia",115.230825,5.2831456,"APPROXIMATE","2023-02-18 16:24:42"
128,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6ImVJVCtvM0ZQa2xTNllBUGVUVUhwRWc9PSIsInZhbHVlIjoiaXRNbXd6MDNoaVBPTkJWMlN6V1V6Zz09IiwibWFjIjoiNWJmZDlkNzBiNzYxNGQxZGRiZThjNjgzZjE4MGJhNGJjMjAyYjE1NmNhNWU0YmM5NGM2YTdhZTQ5NTc3ZDhhZCIsInRhZyI6IiJ9","JJ Nazar Sdn Bhd","U0389, Jalan Bunga Rampai, 87000 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","87000 Labuan, Labuan Federal Territory, Malaysia",115.230825,5.2831456,"APPROXIMATE","2023-02-18 16:24:43"
129,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IlNZVVJ4dGs0allYb2VEbUxYd1B0TFE9PSIsInZhbHVlIjoiWUtxVWlHd0Jzay81RTVFYmZLdlg5UT09IiwibWFjIjoiNGZjMTkwMGM5YWFlNDkyOTFhM2JmOGY0NWNlNmM2NzdlNDU1Yjg3Yzc2NDc5NTUzNzAzMDkyMjQ2YWMxNDg3NCIsInRhZyI6IiJ9","Restoran Sharifah","U0101, Jalan Merdeka, 87000 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","u0101, 87000, Jalan Merdeka, Financial Park, 87016 Victoria, Wilayah Persekutuan Labuan, Malaysia",115.2476623,5.2757147,"ROOFTOP","2023-02-18 16:24:36"
130,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6Iko0Y3pZcGthL21obzU4VzJSNm9McHc9PSIsInZhbHVlIjoiNG4zZlFUL2FPZEI3SERtN3pmbUw3Zz09IiwibWFjIjoiNTMyZjQ1MmI2ZTc5ZDMxNzk5ZTBkNmM3NmYwMWZmMjkyNmZjNjMxMGU0NWRjZTNiZjJlNDlkZDBhNzlkOWMyMiIsInRhZyI6IiJ9","JJ Nazar Sdn Bhd","U0534F, Ground Floor, Jalan Kemajuan, Ujong Pasir, 87000 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Jalan Kemajuan, Bandar Labuan, 87000 Victoria, Wilayah Persekutuan Labuan, Malaysia",115.242312,5.279634,"GEOMETRIC_CENTER","2023-02-18 16:24:47"
131,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IllaSVFuSXIxTGMrK3cxOElndHlFUUE9PSIsInZhbHVlIjoiSFg2N1lhMWZUT0ZUK2g2MVBBanRYdz09IiwibWFjIjoiYjQwZWE3ZTZmOWM1NDg4MzQxOGE0MzRmMDQyMWZlNDlmZmRjMTQ4ZjFlNTMyYTVhY2M5MWNiYmQzYjM0YjBkNSIsInRhZyI6IiJ9","Restoran Selera Farizah","U0162, Jalan OKK Awang Besar, 87000 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Jalan Okk Awang Besar, Bandar Labuan, 87000 Victoria, Wilayah Persekutuan Labuan, Malaysia",115.2409643,5.2788985,"GEOMETRIC_CENTER","2023-02-18 16:24:37"
132,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6InpQUW41cjZZNXB5d05sajJlcUs1dHc9PSIsInZhbHVlIjoiczVMVzEzK05sYnUyNUwxR2d4MEhaUT09IiwibWFjIjoiMjk0YWQyZjc4N2QxZDQ5ZDNlOGQ0MTkxMDcyNzBiYzBlZDNkNWUzNWY1NjU5OWM4MmRkMGZhNGM4ZGU5MTc1MSIsInRhZyI6IiJ9","S2 Café &amp; Event,","L2L22, Departure Landside, Labuan Airport, 87008 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Labuan Airport, Lapangan Terbang Labuan, Jalan Tun Mustapha, 87015 Labuan, Wilayah Persekutuan Labuan, Malaysia",115.2492503,5.2944376,"GEOMETRIC_CENTER","2023-02-18 16:24:42"
133,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IlRrM3ozTm9LTVRPZFZPZU1YY0hsVVE9PSIsInZhbHVlIjoiRVJucmRFZ3NBY0N6SUk5VzREYzVKdz09IiwibWFjIjoiNjM2NzUwYzc4ZjM4MzJmOWVlZWI2OGNiYmM2ODg0MTM1MjM4YmM0MjM0NDFhMzkwOTIwNDgxNzRhODA4OTNhYiIsInRhZyI6IiJ9","Gerai No. 3,","Kampung Ganggarak, 87000 WP Labuan","WP Labuan W.P Labuan",,,"Medan Selera / Gerai","17 Feb Hingga","17 Feb 2023","Jalan Pohon Batu, 87000 Labuan, Wilayah Persekutuan Labuan, Malaysia",115.2293575,5.3626129,"GEOMETRIC_CENTER","2023-02-18 16:24:39"
134,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IjkxNUxZTG51RXZFYTVpTnoxM1ZTeWc9PSIsInZhbHVlIjoiOXhsUlZHUVRJdEl4d2NWQTlKdC9ZQT09IiwibWFjIjoiMjhjOGI4NWNjYTY2NTRjMzM1NmZjZDBhNTZhYjQyNTJiNzJjZmMyYzYwNzVhYzMyODI3NTk0YjVjMmU2NDAzNyIsInRhZyI6IiJ9","Transit House Cafe","U0324, Wong Wo Lo Light Industrial Complex, Kampung Parit, 87008 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","87000 Labuan, Labuan Federal Territory, Malaysia",115.230825,5.2831456,"APPROXIMATE","2023-02-18 16:24:46"
135,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IjJVTkU2UWJwZjFDYklCNG1FQVFnWUE9PSIsInZhbHVlIjoicTU1RnFjZ3U5SGx2NTRiQXJoSTU5Zz09IiwibWFjIjoiMzZiNGE3NGM4ZjlhMmVmYWEyZmE1MDI3ZmE1ZmUxNTZmZTZiYmU3OGFmMWFkNmE1MzdmYmQ1N2Q4NTMxZjNjOSIsInRhZyI6IiJ9","Kafeteria B, Kolej Matrikulasi Labuan,","Jalan OKK Daud, 87008 WP Labuan.","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Jalan Okk Daud, 87000 Labuan, Wilayah Persekutuan Labuan, Malaysia",115.2063296,5.3443335,"GEOMETRIC_CENTER","2023-02-18 16:24:40"
136,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6Ii9kL2hIc3U1VjduSTg1OGRaY1pkWWc9PSIsInZhbHVlIjoiSTFpOGxVemR5cDA3dHd2dk45MGRodz09IiwibWFjIjoiYmJkYjY5ZDAwOTM0MWNlMDE5ZWU0ZDU4YzE0ZmYxYWU4ZGE1NmEwZjk3NDA3ZTdhZDc1NjBmMzJkNzg5ZjIzZiIsInRhZyI6IiJ9","Kafeteria E, Kolej Matrikulasi Labuan,","Jalan OKK Daud, 87008 WP Labuan","WP Labuan W.P Labuan",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Jalan Okk Daud, 87000 Labuan, Wilayah Persekutuan Labuan, Malaysia",115.2063296,5.3443335,"GEOMETRIC_CENTER","2023-02-18 16:24:41"
137,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IlUxcUdNbGNNYjU0TWl2eHRYM0tUT0E9PSIsInZhbHVlIjoiNDhlQUQxN1hHcTRWVmpMeExZaTNxZz09IiwibWFjIjoiZjliMzVmNTE2ZGNmYjk5YTFkMzEyN2NjNDc2NzVhOTllNmM4YTRhNjEwMDY0NDE1MTMyM2FmOTllNjRhNzg1MiIsInRhZyI6IiJ9","Restoran Qistina","No.96, Jalan Persiaran Bunga Raya, Langkawi Mall, 07000 Langkawi, Kedah.","Langkawi Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","96, Persiaran Bunga Raya, Kuah, 07000 Langkawi, Kedah, Malaysia",99.8434577,6.3263051,"ROOFTOP","2023-02-18 16:24:45"
138,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IjFUU0hVazd3Sk9zS2JVRW14TnV1Unc9PSIsInZhbHVlIjoiamNHRmFpUDBOVHhJOVRqSm52YWoydz09IiwibWFjIjoiOTA3N2VkMGE0MDc5MTZlMDE0NmUyYzQ0MzA1YmVjNGFmYzkwYjAwNTQ2ODkxYTIwMDY2MGNhNTFiMmFjYzU4NSIsInRhZyI6IiJ9","D Jit Seafood Restaurant","7, Gerai Badan Kebajikan Kampung Kelibang, Jalan Kelibang, 07000 Langkawi, Kedah.","Langkawi Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Pusat Bandar Kuah, 07000 Kuah, Kedah, Malaysia",99.8297674,6.3298021,"GEOMETRIC_CENTER","2023-02-18 16:24:31"
139,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6ImNmcjZxVU5aNmtzc2RDUmxLTmVIWUE9PSIsInZhbHVlIjoiUlA2RnF4TU03cWhjQnpKbFBsL1kxZz09IiwibWFjIjoiNjk2YThjNTBiOTlmNjcwYmY2ZWRkZjdjOWI1YjZmMDQ0ZjFjNjhmNDgwMzk4Y2Q2M2RlZGQwZDFkMmIwYTI2ZCIsInRhZyI6IiJ9","Nasi Campur Top B.B.Q","No.108-109, Persiaran Dagangan &amp; Pelancongan Kelana Emas, Jalan Persiaran Mutiara, 07000 Langkawi, Kedah","Langkawi Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023",,,,,"2023-02-18 16:25:16"
140,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6ImJqcVhSZlRUTU1lNGNiUHgvOGZMaVE9PSIsInZhbHVlIjoiblQyajByOGtnbWJHNGVyZlN3QnBpdz09IiwibWFjIjoiNjEyMjFiNDgzOWM5OTY0NzdhN2E5YjIzYWVmNTdjYzZiNTIwMWNiMTQ4ZmNjNWJhZTc4NjAzZTZmZGU3ZGYwNCIsInRhZyI6IiJ9","Mujibur Seafood","No.1 Lot 2010 Kedai Kampung Ulu Melaka, 07000 Langkawi, Kedah.","Langkawi Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Kampung Padang Gaong, 07000 Langkawi, Kedah, Malaysia",99.7741443,6.3533567,"GEOMETRIC_CENTER","2023-02-18 16:24:38"
141,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6InNrV3hLWHVjRkFkRVVRUjRyZlFBNmc9PSIsInZhbHVlIjoiR3BaV2lpR0dXcGpTVWFUZ0tnUGZnZz09IiwibWFjIjoiNDM1OTVlOGE4OGIzYWNhYjE0NjE4NTJkMzc5MTBjNTAzZjgxZDI4ZjFlYTY2ODZiNGQzOTA3MDMxYmE0YTMwNCIsInRhZyI6IiJ9","Suria Cafe (Berkat Sudi Enterprise)","No.20, Medan Selera, Sungai Kuah, 07000 Langkawi, Kedah","Langkawi Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Kuah, 07000 Kuah, Kedah, Malaysia",99.8530323,6.3210039,"GEOMETRIC_CENTER","2023-02-18 16:24:39"
142,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6Ijk3RFpqbWtIYU9XLzRBL2N6blZuU3c9PSIsInZhbHVlIjoiM3lhQWVCaTNXb1VOL1Z6WEZUcml0UT09IiwibWFjIjoiNzE5MGVkYjc2M2U2MWE4MGUxMTY0ZTRkYTc1MWFkNmU0YjI3YzBkMDY2ZTNkMTgyYWRkY2EwMWIwZDY5ZDllNyIsInRhZyI6IiJ9","Warung Pak Ngah","Kg Kepala Batas, Chepir, 08200 Sik, Kedah","Baling Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","08200, Kedah, Malaysia",100.3554035,6.2152044,"APPROXIMATE","2023-02-18 16:24:33"
143,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6InhaN1ZjVDVoWUszRHlEU3ovcjFkOGc9PSIsInZhbHVlIjoiSmdQcGppTGdibTBQR2h5TWRxN1cxQT09IiwibWFjIjoiZWIyMzllZGUyZTdhMjY5MDNhNmU4NjZhNDhkOGYxMzE5NmM2NzY5OGQ0ZDY5OTNkYzVjZGFmMzc4MzhhZmZhNSIsInRhZyI6IiJ9","Restoran Ariff","N0 12, Pekan Baru Sik, 08200 Sik, Kedah","Baling Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Pekan Sik, 08210 Sik, Kedah, Malaysia",100.7446878,5.8183374,"GEOMETRIC_CENTER","2023-02-18 16:24:41"
144,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6ImVscWUyTXluOVhzaXVFK2RZL3YxOWc9PSIsInZhbHVlIjoiQ2MyQ3owc0pYTkpKMURBV2VIN1JWZz09IiwibWFjIjoiMWRlZjJmYjBkZDc1NzI5Njc1ZGY4NGZiNDA1OTAxYTBkNjEwZGNiMjdlZGQ2NTJiZGM1NDUxYjNkZTAyMDE0OCIsInRhZyI6IiJ9","D’anjung Seri Ikan Bakar","Depan Pejabat Agama Sik, 08200 Sik, Kedah","Baling Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Kompleks Pej Agama Daerah Sik, Jalan Tunku Ibrahim, Kedah, Pekan Sik, 08200 Sik, Kedah, Malaysia",100.7410886,5.8163064,"GEOMETRIC_CENTER","2023-02-18 16:24:36"
145,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6Ik5UaER6WGhMK0d4aTRUUW8zYlhBZ3c9PSIsInZhbHVlIjoiOHhUbU5icjBEbjZUNVNoV2MrUnZuQT09IiwibWFjIjoiZWE4MmUzZTZlODhjMzQ1YWJmZDAwMzQzMDU0ODY3N2FiM2EyYTM0OTI2NjcwNWUzMGYxYzFmN2QxYjJlZjA1NyIsInRhZyI6IiJ9","Warung Pak Lang Daud Nah","No 1, Bus Stand, Jalan Badlishah, 09100 Baling, Kedah","Baling Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Jalan Badlishah, Baling, 09100 Baling, Kedah, Malaysia",100.9188392,5.676132,"GEOMETRIC_CENTER","2023-02-18 16:24:46"
146,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6ImloY09ia1Z1alpBU2F0Z3FiOVNZRlE9PSIsInZhbHVlIjoiSzU0UUIwT0NkSXhxN3llaWthYXAxQT09IiwibWFjIjoiZGVlNDljZDc1Yzc3MjkzOTZmOGZkYjBhYTQ4ZmYxZTlmY2NhMDI3MWJjZjUzNzVlNjQyY2YxNDI1ODg1M2NiNCIsInRhZyI6IiJ9","Warisan Ad Maju Enterprise","Lot 1578, Bendang Sera, Jln Pengkalan Hulu, 09100 Baling Kedah","Baling Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Kampung Bendang Sera, 09100 Baling, Kedah, Malaysia",100.930378,5.673577,"APPROXIMATE","2023-02-18 16:24:39"
147,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6Im5BSmNpOVhDd1hMbDFlQUFGQnBsRWc9PSIsInZhbHVlIjoiUU1TTHNyYWo3MXRrbjZ2aFlEV2o3Zz09IiwibWFjIjoiZDgzNGM1MzI0ZjkxYThlMWVkZTg1ODlmNTZjODIzYjIzOWM5ZjQwNGQzNWZmZjg0YTk3MTZlNDhiMzFiNzJkMSIsInRhZyI6IiJ9","Kak Gie Nasi Kampung, Kopitiam Ukir Mall","Lot 2631, Jalan Sultan Badlishah, 05000 Alor Setar, Kedah","Kota Setar Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","2631, Jalan Sultan Badlishah, Alor Malai, 05050 Alor Setar, Kedah, Malaysia",100.368866,6.1191883,"RANGE_INTERPOLATED","2023-02-18 16:24:48"
148,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IkhvM0VjODZuSVhQSGlFdlRicnErUHc9PSIsInZhbHVlIjoiNkFtQnM2Uk0zRFFpNkRQVEp6V3VFdz09IiwibWFjIjoiZmZhYmIxMWM3YmEzMjUwYTU1MzAxOTUwZDI1MWRiMmIzMTA4ZTlmZTU3YTVhMDNmYTAwNmExZmYxZjQ5NTNmNiIsInRhZyI6IiJ9","Warong Tok Kita","Hadapan Klinik Desa Bukit Pinang, 06200 Kepala Batas, Kedah","Kota Setar Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","No 129, Jalan Bukit Pinang Alor Setar, Kampung Bukit Pinang, Kepala Batas, Kedah, Malaysia",100.4235068,6.1988033,"GEOMETRIC_CENTER","2023-02-18 16:24:32"
149,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IjVkVGZMZCtUMHJNSGl0RXZsK1QvWXc9PSIsInZhbHVlIjoicTJzU09vTG1uQitubkZDclJwMi9pUT09IiwibWFjIjoiMGVjNTkxMDY0MTQzYjZkMzQzMTNhYWUwY2NkNTZiM2IxNzBkODYyYTY5ZWJmM2EwZmY1MjRhODdiMGNiMWIyNiIsInRhZyI6IiJ9","Kedai Makan Kak Zakiah","Jalan Padang Tembak Bukit Pinang, 06200 Kepala Batas, Kedah","Kota Setar Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Kepala Batas, Kedah, Malaysia",100.4335627,6.1920639,"GEOMETRIC_CENTER","2023-02-18 16:24:34"
150,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IktrdDEzaTVnQ0hNdXlEMzVwb2pESkE9PSIsInZhbHVlIjoieWJ5SGIyL3R6SC9BaUZyeEpzRXBUZz09IiwibWFjIjoiZWI1Y2ZlODAwYjVmYmNhMGQwNmY3NTY2N2MxNzI1MTJkM2ZlMmNkNDYxNTgwNDlkYjQzMDEzMDI1NDEzN2Q2MCIsInRhZyI6IiJ9","Restoran Kak Nab Satay","No 21 Tingkat Bawah,Bandar Baru Tanah Merah,06700 Pendang","Kota Setar Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Tanah Merah, 06700 Pendang, Kedah, Malaysia",100.4797868,6.026198,"APPROXIMATE","2023-02-18 16:24:38"
151,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6Ik5ZbmZkRXUzUFlsa041TW9ZUFBRcEE9PSIsInZhbHVlIjoiOVpxWFV2SDUxMEJFalluVVpZcWFUdz09IiwibWFjIjoiOGVlMTJkOWVhNDI1ZTUxMzAzNDdmYzk0YjYyYmMyM2I3ODAwYTYyNmRlYTE4YWQ0YmQ3YjdkM2Y2OTI5Yzk1MCIsInRhZyI6IiJ9","D Taman Pelangi Chicken Chop Cawangan Titi Gajah","Lot : 1137, Km 10, Titi Gajah, 06550 Alor Setar, Kedah","Kota Setar Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Titi Gajah, Alor Setar, Kedah, Malaysia",100.3839908,6.192244,"APPROXIMATE","2023-02-18 16:24:33"
152,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6Ild6c0cxZXZrejZxSTBUWTBXNjd2R2c9PSIsInZhbHVlIjoib2ZpRXZQNlNVRWVoWGw3NVRUc25MQT09IiwibWFjIjoiNDc4YTdlOGE2ZDUxMGExYTZlMWU5NWRmMmI3NmZlZmI4YTlmODhiNjExMjZjZGEwMmJiYTg0ODUxMzM3ZmMxMCIsInRhZyI6IiJ9","D’camar Corner","No 38 Jalan Kota Kenari,Taman Kota Kenari 09000 Kulim Kedah","Kulim Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","38, Jalan Kota Kenari, Kota Kenari, 09000 Kulim, Kedah, Malaysia",100.5691769,5.3731867,"ROOFTOP","2023-02-18 16:24:36"
153,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6IjhJOHVLdHg4RUVKa2pPOXk3YXRFS1E9PSIsInZhbHVlIjoia29wbDRuNHdvV1lsUWk0Ykdva0hwQT09IiwibWFjIjoiOWM2NTgwN2YxOTM3NjQ4MWQ3NzYyNGQxZTQwOGZiM2Y0M2M3MTM5MGMwNDZmN2Y2ZmUyNmI4ODFiZmNiYjlhYiIsInRhZyI6IiJ9","Restoran Monrods","692,Lebuh Bandar 2, Bandar Putra 09000 Kulim Kedah","Kulim Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","692, Lebuh Bandar 2, Bandar Putra, 09000 Kulim, Kedah, Malaysia",100.542327,5.371555,"ROOFTOP","2023-02-18 16:24:48"
154,"https://menurahmah.kpdn.gov.my/info/menu/eyJpdiI6ImpQRFdsTDVEcXhISUtPZHFkdEFUMGc9PSIsInZhbHVlIjoidUdMMVZDVlZ1UnNIKzVnMXNGZHF3Zz09IiwibWFjIjoiOGViMDBlMGQ5MDY1ZTBhMTNjNmQ1MDQ0YjI5ZjliODFiM2I2M2ZlYjFiNTNhNDIxOWQ2MTI5ODE5YzQ2MmZjNyIsInRhZyI6IiJ9","Restoran Utara Delight","No 77b , Jalan Lagenda 2/1 Taman Lagenda 09400 Padang Serai Kedah","Kulim Kedah",,,"Restoran / Kafe","17 Feb Hingga","17 Feb 2023","Jalan Lagenda 2/4, Taman Lagenda, 09400 Padang Serai, Kedah, Malaysia",100.5463154,5.5013048,"GEOMETRIC_CENTER","2023-02-18 16:24:48"
